Date,High,Low,Close,DayNumber,Month_Number,DayMonth,Year,CloseMaxVSubPeriod,CloseAll_Area,CloseminVSuberiod,daily_volatility,is_crisis
2002-03-08,23.95,23.15,23.84,4,300,8,2002,19.64,0.6844285464936694,23.84,0.03455723542116634,0
2002-03-11,24.55,23.83,24.31,0,300,11,2002,19.64,0.7019438609027822,24.31,0.030214015946286296,0
2002-03-12,24.39,23.65,24.2,1,300,12,2002,19.64,0.7174884540301762,24.31,0.03128964059196626,0
2002-03-13,24.65,23.9,24.16,2,300,13,2002,19.64,0.7301241699118959,24.31,0.03138075313807531,0
2002-03-14,24.65,23.73,24.56,3,300,14,2002,19.64,0.7463654268040871,24.56,0.038769490096923646,0
2002-03-15,24.75,24.17,24.51,4,300,15,2002,20.26,0.62097957043283,24.56,0.023996690111708657,0
2002-03-18,25.2,24.11,25.11,0,300,18,2002,20.29,0.6342246931095168,25.11,0.0452094566569888,0
2002-03-19,25.25,24.7,24.88,1,300,19,2002,20.29,0.6455688687064545,25.11,0.022267206477732823,0
2002-03-20,25.62,24.7,24.9,2,300,20,2002,20.29,0.6536369365146611,25.11,0.03724696356275311,0
2002-03-21,25.64,24.6,25.61,3,300,21,2002,20.29,0.6714156141288332,25.61,0.042276422764227606,0
